asin,category,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B00HH4K700,Patio,"[0, 0]",5,"Because this is a corded electric mower, it's considered appropriate for 1/8 acre or smaller. The cutting diameter is 17&#34;.I'm very happy with this mower. It represents quite a set of changes from mowers in the past:1) Lightweight, low profile and great handle bar. This mower weighs only 32 pounds because of its many plastic parts including the wheels. The bar is steel, making it easy to maneuver.2) Low profile and easy single lever height adjustment. The product photos barely do it justice in terms of showing the low profile. It's better to have a low profile for getting under shrubs. It also makes it feel like an edger when edging. The height adjustment allows selection of the cut from 11/10&#34; to 31/10&#34;.3) The bale switching compacts grass clippings and allows more grass to be collected between emptying. That saves time and effort.4) Comes with 2 year limited warranty. Several action may cause the warranty to be voided, such as changing the wheel size.5) B & D recommends that when the mower is off and unplugged, that the blades be wiped with a damp cloth. This will extend their useful life. Don't touch with bare hands - sharp.","04 25, 2014",A3NHUQ33CFH3VM,Citizen John,Works well. Recommended for lawns that are 1/8 acre or less,1398384000
B00GBVCJ1U,Patio,"[7, 10]",4,"I figure that this review will take a few weeks to complete, as I want to wait until I see the final results before I settle on a rating.With that said I spread Lawn Restore over my lawn this past weekend. I live on a quarter acre, and I would say that the Lawn Restore covered about 75% of lawn. Luckily the conditions were perfect, and we've had showers off and on over the past 3 days, with rain continuing today. According to the instructions, the lawn should be kept wet for a least four days after application, so I should be good to go.I will update when I see any change or growth.Update 1: It's been two weeks since spreading Lawn Restore, and I have to say that my lawn seems to be growing very lush and thick where I fertilized. I also notice that I don't have any weeds popping up where I spread the Lawn Restore, but have scattered dandelions where I was unable to spread the fertilizer.I will post another update in a week or two.Update 2: This will be the final update. The Lawn Restore did a solid job in thickening up my lawn where there were patches. The grass is thicker, the lawn more full where I laid down the fertilizer. I will say that the dandelions have spread to the fertilized area, so I'm not sure if this is what you would want for a week repellant, but it worked great on thickening up my grass.","04 7, 2014",A34IBXM7E8CPWE,David Girod,An Ongoing Review,1396828800
B0071E1YJO,Patio,"[0, 0]",4,"I have to admit that it had never exactly occurred to me before that plants were more shiny in the store than they tend to be at home. As it's turned out, this is nice to have when I want to make the house look as polished as I can because company is coming or something. I don't think it's going to be something I use constantly, because I'm content with how leaves naturally look most of the time, but it'll be worth using on the plants in the kitchen area where people come over for dinner and it feels good to make sure things look very polished.","06 24, 2014",A2XIOXRRYX0KZY,B.L.,A Little Extra Shine,1403568000
B0045R5VT4,Patio,"[0, 0]",5,"I have used several cheaper brands of live trap for nuisance mammals in my small yard butHavahart 1061 Easy Set Two- Door Live Animal Cage Trap is considerably better made. It is also easier to set with the unique handle-based setting mechanisms. The small size I review here is too small for anything larger than a squirrel or perhaps a chipmunk: it will not entrap a groundhog or opossum or raccoon. But it worked perfectly for that pesky red squirrel who had been trying to dig his way into my porch attic (he had already chased off all of the more desirable grey and fox squirrels). I baited the Havaheart with bird seed-one of his favorite foods and set it along the trail he usually follows to the porch. Within a few hours, he was caught-and removed to a plot of state land a couple miles away. Within a couple of days the more desirable squirrels had figured out the treetop terror had disappeared and  were back to playing among the trees. And this time, the patch my son applied to the porch eaves will stay secure.Have-a-Heart makes great quality live traps that do NOT injure animals. Other live traps are of lesser quality and cant be expected to give the years of service the Havaheart will. I expect to be using the trap for many years to come and will be replacing my two larger traps with the Havaheart brand.","06 5, 2014",A69USHFWO2DLY,"LINDA SUNKLE-PIERUCKI ""truckingal""",Very well made and humane!,1401926400
B00BIX12CI,Patio,"[3, 4]",4,"I bought my first electric lawn mower when I bought my first house in 2004. It was a Black and Decker MM675 with a flip-over handle. That lawn mower served me well for about 5 years and never let me down. Then, one day I used it when my lawn was too wet and the motor started to smoke as it bogged down on wet grass! I could no longer get the MM675 model, so I went to Home Depot and &#34;upgraded&#34; to the MM1800, the 18&#34; corded mulching/bagging mower from Black and Decker. Immediately I was dissatisfied. It didn't feel as strong as my old mower, was more unwieldy, and had this awful plastic shroud that made it hard to maneuver. Everything on it felt cheap, and two years later, it died on me while mowing grass that was not that thick.I decided to try to leave the Black and Decker world and see what else I could find.Bear in mind, I did not consider gas because I don't have the room to keep fuel around and I have a modest size yard. I did not want cordless battery power because I didn't want to have to keep batteries alive (some require charge/discharge cycles all winter) or buy new batteries.Corded lawn mowers are a fine solution. Many complain about &#34;cord management&#34;, but here's the trick. Your lawn never changes. Unless you are a professional landscaper (and if you are, buy a gas mower), then you always mow the same lawn. So the trick is to come up with a mowing pattern where you mow away from the outlet and never trip over the cord. Once you have a pattern, stick with it and you can mow quickly.I finally discovered the Greenworks 25022 20&#34; electric bag/mulch/side discharge mower. You can read my review there of that amazing lawn mower.  Since I have used the Greenworks for the past 3 years, I can only review Sun Joe by comparing it.The first thing I noticed about the SunJoe mower is that it was  far lighter than the Greenworks.  At 33lbs, it is exactly 23 lbs lighter and you can easily notice that as you move it around.  The SunJoe is really easy to transport around the yard and push on a steep hill.  It also has very large tires which makes it easy to push.  Unfortunately the tire tread is not rubber but rather hard plastic, so they aren&#8217;t the best tires in the world, but at least the size makes the mower relatively easy to maneuver.The mower was easy to assemble &#8211; just attached 4 hand-tightened bolts to assemble the handle and you are done.  The handle is a standard &#34;push the button and pull the safety bar&#34; handle.  The mower plugs in with a pig-tail cable, a very secure way of handling the power.  The mower is set by default to mulch, but there is a bag you can use.  The bag was a bit of a let down &#8211; there is a snap-in handle which just loved to unsnap as I used it.  There is also no side-discharge option like the Greenworks has - you can only mulch or bag.The mower also has an easy one-handle height adjust which made changing cutting heights very simple.In terms of performance, I found the mower did a decent job, but was significantly louder than any other electric mower I have tried.  This may be due to the all-plastic body construction.  I mowed my lawn while dry but a bit long and found that the mower did bog down on some of the heavier grass.  Trying an uncut patch nearby, I found my old Greenworks cut right through it.Overall, this mower gets a strong 4 stars.  It is lightweight, easy to use, and does a nice job on grass that isn&#8217;t too long.  My Greenworks mower still gets my vote due to the all-metal deck, the rubberized tires, the quieter operation, and more powerful motor.  But the light weight of the SunJoe will be less intimidating to many buyers, so I can definitely recommend it if weight is a concern..","06 26, 2014",A34CSXOGVYF94S,"Joel Avrunin ""Electrical Engineer who loves S...","There are better electric mowers, but this one shines in its light weight design",1403740800
B00G8R2PS4,Patio,"[0, 0]",5,"My little deck has always needed a bird feeder, I think.  My neighboors below me may not agree, but who care what they think?  I wanted a small wall-mountable bird feeder for my little deck and this works.  You can stick it to the wall either by hanging it on the wire hook thing you see in the photo, or there is a thing in the back like you see on a lot of artwork - you know that hole/slot thing where a nail hooks into?  Anyhow it worked fine and holds a good amount of seed.  Now if only those dumb birds would find it...","03 19, 2014",A34UVV757IKPVB,justsomeguy,Neat feeder for my porch,1395187200
B00FE1G57M,Patio,"[0, 0]",5,This potting soil helps retain moisture so plants do not dry out.  My wife used this bag to repot a number of our inside plants and she says she had to water the plants involved less frequently.  Helped during the tail end of our extended Chicago winter when the house gets very dry inside.,"04 17, 2014",ABKNRVFFLEA3M,"bertrarious ""bertrarious""",Better than average soil,1397692800
B005G2SGG2,Patio,"[0, 0]",2,"I am a big fan of electric outdoor lawn equipment.  I have corded and cordless lawnmowers, trimmers, edgers, blowers, etc, from major brands such as Black and Decker and Greenworks.  I regularly mow my lawn with a Greenworks 25022 lawn mower and trim it with a Black and Decker plug-in string trimmer.  I have never owned a Remington trimmer, but I thought I would give it a try.On removal from the box, I was impressed at the ease of assembly.  No need to break out a screwdriver - the nylon cutting line is pre-wound and installed, and the plastic guard snaps on with ease.  The handle is tightened down with a simple knob.  As I picked up the trimmer and went outside to try it, I noticed the first strike against the trimmer.  It is heavy.  At 9 lbs, it is literally 2x the weight of the comparable corded string trimmers from Black and Decker.  Unlike some tools, extra weight does NOT help with a string trimmer.  It makes it a pain to use.I plugged in the trimmer which was easy thanks to the plug pig-tail, a nice feature over the plug moulded-into-plastic which B&D; uses.  The pig-tail means you can get a good attachment to a cord and it is less likely to fall out.  I trimmed my grass with ease, and then flipped it over to try some edging.  Once again, the 9# of weight make this a bit awkward, but I persevered.  There is a nice wheel on the front for making this easier - my B&D; has no such wheel, but then again, it is lighter so the wheel is less necessary.Of course, edging against a sidewalk will wear down the line, and I quickly found myself with a shorter and shorter line.  Unfortunately, the sophisticated &#34;auto-feed&#34; system did absolutely nothing.  I flipped over trimmer, tried my best to manually feed some line (not easy when it's an auto-feeder&#34;), but when it ran short again, it still refused to feed more line.It's not really for me to debug - every other trimmer I have owned just works.  This is a $40 trimmer that does not work so I cannot recommend it.","04 25, 2014",A34CSXOGVYF94S,"Joel Avrunin ""Electrical Engineer who loves S...",Heavy and unwieldy with auto-feed that will not feed - buy another brand,1398384000
B000NVM2L6,Patio,"[0, 0]",3,I have had 1 bird in it since I put it up..Have changed the food but they still don't come.  Would not buy another one. I think maybe a bigger opening would help..but,"05 27, 2014",A2Q9CZSNVBAQF0,"Paula Wickham ""jpkantqs""",clear window feeder,1401148800
B00G4SCGNQ,Patio,"[0, 0]",5,"I am not much of a meat eater, but I serve it to guests and and love slow cooking pulled barbeque. These claws are the best thing to come along for that task than anything I can remember.When I was offered a review sample I thought they were cast iron - it turns out they are nylon, but are as strong as any metal utensils I have used. They are relatively light, rigid, but with a little give, and the pair of them can easily withstand the weight of a ten pound piece of meat (the largest size I tried lifting with them.)While these are excellent for lifting and transporting meat, they were designed to shred it and that they do. Once you get the hang of using them - a very slight learning curve - you can shred meat like a hungry raptor. There is sufficient room between the handle portion and the claws to keep you from burning or scalding your knuckles as long as you hold them perpendicular to the meat while you are working on it. Coming at a large piece of meat from a lesser angle can blister your knuckles. Also, the claws are pretty sharp and require the same level of respect as a razor sharp knife. But if you exercise caution and common sense these are completely safe.Although they are of nylon they will not easily melt. They can withstand 450 degrees F, so they are dishwasher safe. I will caution you to thoroughly clean them with a strong jet of water on the back side because there are channels behind the claws that can collect meat. Even if you machine wash them, take care to remove meat from that part of the claws because that is a weak point from a sanitary perspective. Again, common sense and diligent attention to sanitation will prevent problems.I tried these out the same day they arrived and am impressed. So nuch so that I intend to recommend a pair to family and friends because they and not only handy, but essential if you prepare shredded or pulled barbeque.","04 4, 2014",A2NYK9KWFMJV4Y,"Mike Tarrani ""Jazz Drummer""",Absolutely perfect,1396569600
B000BQY7XO,Patio,"[0, 0]",5,"This is so helpful with fertilizers in small spaces and Preen for flowerbeds. Easy to use, easy to figure out.","07 10, 2014",A2YAONXLRZBANO,"Victoria M. Wall ""CONQUERESS""",Handy,1404950400
B005FMZ4WM,Patio,"[1, 1]",5,This product works great with our Husky 1750 pressure washer.  My husband likes that it is a single step process with no rinsing required after cleaning.  One gallon of concentrate cleans up to 3200 sq. feet of exterior siding.  Care should be taken to prevent contact with your eyes and skin during cleaning.  My husband is happy with the Krud Cutter HS01 Green Pressure Washer Concentrate. He highly recommends this product to others for a brighter and cleaner house or building.,"06 25, 2014",AEMSGB00FL3YO,"Snow White ""SJ White &#34;amazon shopper&#34;""",This product works great with our Husky 1750 pressure washer,1403654400
B008NYF8S4,Patio,"[0, 0]",5,"Now, this is quality. It got here in perfect condition and it is the second one I have ordered. Very well made! They are real nice people to work with.","05 8, 2014",A1JDXWQ82RVSYC,Joyce S,WOW!,1399507200
B000FBQJA4,Patio,"[1, 1]",4,This is a pretty good product I have placed the grub worm shaped mole killers in the ground and have started to notice that the mole tunnels seem not to be gaining any ground.  So I assume that it is working.  This is very easy to use and comes in a shape that moles like.  Will try this again if I start to see more tunnels,"06 23, 2014",A24RCBRDXRXR0Y,James A. Nichols,Mole Killer,1403481600
B004Q08ASY,Patio,"[2, 4]",5,"This is a &#34;Tier 3&#34; bait station.  Tier 3 means that it is kid resistant.  Tier 1 is kid and pet resistant. People that give this a bad review because it's not pet resistant need to purchase the correct product. Same for those that complain it can't control rats. It's for MICE. Not rats, moles, badgers or bats.  It's for mice and it's kid resistant. That's what it claims and that's what it does, and does well.","06 19, 2014",A3LGT6UZL99IW1,"Richard C. Drew ""Anaal Nathra/Uthe vas Bethod...","Well made, works great",1403136000
B00JGLK62Q,Patio,"[1, 1]",5,"I have had a number of grill covers over the years.  Some inexpensive, others expensive. The wind, rain, snow and sun did a number on them. I wasn't quite sure about this product when I received it. A lot of claims were being made.It is very light weight and very easy to put on and adjust with the velcro straps.  And despite it being so light weight it survived some very high winds during a recent storm (with hail) the other day. The claims about UV and rust are too early to tell. However, so far so good. I am impressed with this grill cover so far and in my opinion I think the claims will hold up.This is expensive (though I received the cover without charge to give an honest review).  Even so I think it is a worthwhile expense considering you would not need to keep replacing it if the claims hold up, which I suspect they will.Great product.","07 6, 2014",A11T807LX2EF00,Michael,"Lightweight, durable and survivived high winds.",1404604800
B003E5X9GK,Patio,"[1, 1]",5,I really expected this to fall right off my window or be snubbed by the humming birds.  My husband mocked me for trying.  It took about a week before the hummers learned to ignore our movements.  Now we frequently have hummers to watch as we drink coffee in the morning - right there about a foot away from us.  Pretty cool.,"05 11, 2014",AVJ3TDNVS4A81,Blue77Moon,I didn't believe it would work.,1399766400
B00J96ZBB4,Patio,"[1, 1]",5,"Since I love to cook, bake and roast I am always using cooking thermometers. And I have tried ones that I did not like in the past. This one is different because:1) Easy to read - this I can read easily even without my reading glasses!2) Easy to turn on and off.3) The instructions are easy to follow.4) All purpose cooking thermometer - I use it for baking, roasting, candy making and even to test my water temperature!After using this thermometer, I gave away my other ones - this is the one I am using now and will be using a lot of in the future.Highly recommend this it is in my opinion a BEST BUY.Supplied by GOGOGU for testing and review purpose.","05 30, 2014",ABDR6IJ93HFIO,"Daisy ""Daisy S""",Very easy to use very high quality digital thermometer - A BEST BUY!,1401408000
B000QD7MZ2,Patio,"[0, 0]",5,When in a hour of hanging this feeder the hummers found it! It was very easy to put together. It's super easy to refill and to clean. I love the perches under each flower. The birds seem to enjoy them as well. They come and rest on them often. We love watching these amazing creatures and this feeder helps us to do so. Great product!,"06 14, 2014",A3QBCX2QMKJ7AH,Melissa Sack,birds will flock right to it,1402704000
B00HFSUL9K,Patio,"[4, 7]",4,"I have a very minimal need for pressure washing, pretty much limited to doing the front stairs and sidewalk and maybe the back deck once a year or so. For that reason, I prefer the smaller, easier to handle electric type. I didn't have any complaints about myAR Blue Clean AR383 1,900 PSI 1.5 GPM 14 Amp Electric Pressure Washer with Hose Reel, but I was glad to give this Karcher with similar specs and profile a try.Really the only thing I didn't like was the amount of assembly required and the crappy instructions for putting it together. I don't know when it became fashionable for companies to give all their assembly and operation instructions with pictures only, but I'd wish they'd stop and just tell us what to do. Fortunately, assembling the pieces of this pressure washer was not that bad, as there are only a few ways things can go together in the first place. All in all assembly took only around thirty minutes and I didn't use nearly as many bad words as I've used with other products.Once it was together, this pressure washer was very easy to operate: plug it in, press the button, connect and turn on the hose and turn on the washer. You can use the adjustable sprayer for focused or low power washing, or you can use the rotating head for a powerful, clean ""sweeping"" action. Both heads worked great and having the adjustable flow was very useful when I used it to wash my car. Typical operation for cleaning the stairs and sidewalk was as expected: move back for a wider, slower spray, move in for a narrower, faster spray. Everything just worked. This one is slightly more powerful than my blue pressure washer, but just as easy to operate. A slightly longer cord and/or hose would have made it ideal, but I don't really have any complaints. This is a good product, but I'm deducting one star for the amount of assembly and the fussy, cartoonish instructions. Otherwise, this is quite a good pressure washer.","04 9, 2014",A3QS4WWC1LCA6H,"Eric C. Sedensky ""late-to-jazz musician""",This pressure washer is a blast,1397001600
B00004SD6Y,Patio,"[0, 0]",5,"No more getting down on my hands and knees to cut grass that the mower can't reach. I use this to cut grass around my mailbox post, the street lamp post on my property, the big metal box the electric company uses to feed me from its underground cable, the post the cable company uses as my feed point and anywhere else that grass needs cutting which the mower can't handle.These shears are lightweight, are easy to use, cut the grass cleanly and, best of all, they let me stand up while using them. They do not require a battery, power cord, string or anything else besides a hand. Very handy, very useful and very good.","05 21, 2014",A100WO06OQR8BQ,"Duffer. ""Bo""",Back Saver,1400630400
B006GKCMHC,Patio,"[1, 1]",3,"I know there is a mouse around. I have seen the evidence, but this trap has not caught it yet. I just put another trap next to it, and the contest is on. I will update the review when we have a winner.Update: The snap trap so far is ahead, 1-0. I hate killing them, tho, so I am still hoping this trap can be made to work, maybe if baited with peanut butter.","04 22, 2014",A3QYDL5CDNYN66,"Verita ""a devoted reader""",No mouse yet,1398124800
B009QAPKL4,Patio,"[5, 6]",4,You must make sure that the snakes are away from the house then put this down and the snakes will stay away. We have some garter snakes that like to try and get into our foundation. We made sure that they had left and put down the barrier and they did not cross it. We had used this once before and it prevented them from finding a nesting place in our house for the winter. I have closed the holes I could find that I thought they were getting in but this kept them from trying and they found their winter spot out in the yard somewhere.,"05 7, 2014",A1X2LENOF84LCQ,"D ""D""",It works,1399420800
B000BQQMJQ,Patio,"[1, 1]",5,Trap rats near chicken feed and cat feed. Also was surprised that it caught several smaller mice. would have thought that they could have gotten out but they said put.,"06 9, 2014",A1O8BS2HKE5Y0O,"K. Benoit ""K B""",Works great.,1402272000
B007109N14,Patio,"[1, 1]",5,"You get 2 little black boxes that are pre filled with mouse bait poison. These are water resistant so it makes them perfect for outdoors, but you can also use these inside.  As these are sealed and refilled, they are perfect to use around children and pets. Each box has a bet that is supposed to kill up to 12 Mice.","06 3, 2014",A36MP37DITBU6F,"Enchanted  In  Dixie ""Enchanted""",Perfect for outside mice problems prefilled water resistant mouse poison bait boxes.,1401753600
B00C9Q04BS,Patio,"[0, 0]",5,"Cleans very well, easy to get into tough spots with the way the bristles wrap around the corners. Great tool, especially for the price.","06 27, 2014",AVN5LJBRV9UJS,Jeremy Akers,Works great,1403827200
B007109N14,Patio,"[1, 1]",3,"Even considering just Motomco's rodent control products, there's enough to drive a person crazy. Snap traps, glue traps, spin traps, and several different types of bait stations. Of them all, poisons are perhaps the last I'd choose (except maybe the glue traps... I hate to see animals suffer like that). While I'm not a fan of poisons (I prefer snap traps), there are four different, very similar products, and it's hard to keep them straight:Mouse Killer (this product): Disposable, kid and pet safe, and can be used both indoors and outdoors.Mouse Killer I(Best choice!): Refillable, kid and pet safe, and both indoors/outdoors.Mouse Killer II: Disposable. Kid (not pet) safe, and indoors only.Mouse Killer III: Refillable. Kid (not pet) safe, and indoor only.Of the four, Mouse Killer I makes the most sense to me. It's as safe as they get, and refillable (and therefore more cost-effective in the long run). They all come with the same poison, so there's no difference there. This one has an additional covering over the entrance the others don't have, making it a little more tamper resistant, and a bit more attractive to mice, which like such things.The disadvantage of poisons? They don't work right away, and the rodents may go off and die in a place where you can't get to them, but their rotting corpses still stink up your house.My preferred option is stillsnap traps, which are infinitely reusable without purchasing additional products (poisons, etc), and much cheaper, especially when obtained at a local hardware store.","06 26, 2014",A3V15SFD7918WZ,Jesse D. Walker,Not the one I'd choose. Here's a summary of them all:,1403740800
B004Y0F5SE,Patio,"[1, 2]",5,"This is a &#34;Tier 3&#34; bait station.  Tier 3 means that it is kid resistant.  Tier 1 is kid and pet resistant. People that give this a bad review because it's not pet resistant need to purchase the correct product. Same for those that complain it can't control rats. It's for MICE. Not rats, moles, badgers or bats.  It's for mice and it's kid resistant. That's what it claims and that's what it does, and does well. You get two.","06 19, 2014",A3LGT6UZL99IW1,"Richard C. Drew ""Anaal Nathra/Uthe vas Bethod...","Well made, works as advertised",1403136000
B008RGCA9I,Patio,"[0, 1]",2,"I had really hoped this product would get rid of the mole(s) or gopher(s) that have built tunnels in and under my vegetable garden.  This is the first year I've had to deal with these rodents possibly because of all the wet weather we have experienced this year creating very soft ground for the pests to play in.If I understand this product correctly it's not poison and will not harm moles or gophers.  The moles and gophers are supposedly repelled by the scent this leaves behind.  Whatever it's supposed to do, it's not doing it.  I'm seeing more and more tunnels every day.  Application is easy,  I'll give it an extra star for that, it just doesn't work.","07 2, 2014",A1WXJ1I42UOQ2V,AuburnTygr,It's Not Working,1404259200
B00005YX2U,Patio,"[0, 0]",5,"I made the huge mistake of buying a cheap $2 trowel from my local HD, of course, it literally snapped at the handle while doing some light digging.The Fiskars trowel on the other hand, is built to last. I couldn't really tell from the pictures, but once I inspected and held it, I could feel the quality and after testing it, I noticed a huge difference, the way it handles dirt/soil and the little work it takes to dig, is simply great.What I like the most is the design, the handle is a  solid metal piece, thick and extremely durable. It didn't bend while digging and it felt very comfortable. The handle is wrapped in a rubberized sleeve which happens to be very ergonomic.Nothing much to say really. This is great gardening tool that I'm sure will last.","05 18, 2014",A298GL2D0BHGKZ,J. Fig.,Built To Last.,1400371200
B00GTDI0QI,Patio,"[0, 0]",5,"I'm using this in a potting mix I made and comparing it to some commercial growth medium from a local nursery.Tomato seeds were started in the local nursery medium or inMiracle-Gro Seed Starting Potting Mix. At about an inch-and-a-half tall I put the seedlings in larger containers, half with the local nursery medium and half with the following mixture. On the bottom I put this outdoor mix, since we don't plant tomatoes outside here until June, and it will set the roots in something suitable for outdoors. The top couple inches of soil is a 50/50 mix of the starter mix andMiracle-Gro Moisture Control Potting Mix, which has more fertilizer and adds water retention, since seedlings are so sensitive to drying out. (The fertilizer in this mixture has more nitrogen than they'll get once they're planted outside.)They're doing great in this mixture, with more than twice as much leaf growth as the ones in the local nursery medium.This product looks like a rough peat mix, with a few under-one-inch wood pieces. The main ingredient is listed as any or all of peat, processed forest products, coir (coconut husk fibers), and/or compost. The other listed ingredients are sphagnum peat moss, a wetting agent (to help soak in water), and fertilizer: .09 - .05 - .07 NPK, polymer-coated for slow release over three months. (Keep in mind that the NPK composition of growth medium and soil cannot be directly compared to that of fertilizer additives, which are a lot more concentrated so they can be diluted in the soil.)","04 16, 2014",A1K94LXX833JTT,Sanpete,Working fine with tomato seedlings,1397606400
B000S61YO2,Patio,"[0, 0]",4,"This is  a great tool and has many uses but they need to make one slight modification. In my hard soil I could not get the chuck tight enough to grip the shaft of this roto planter without slipping. I took it to the grinding wheel and ground some flats on the shaft at the end that slides into the drill chuck and that took care of any slippage. An easy enough fix but every one who buys this might not have that option available to them. Now that I took care of the slippage I am finding many uses besides the intended bulb planting. I really think it would be difficult though to dig under a sidewalk with it, as mentioned in the description. I docked it one star because I think the manufacturer should have put the flats on the shaft...not me.","05 24, 2014",A3S0DBBR693O06,starstruck,Great tool with one slight modification,1400889600
B000BX4SBI,Patio,"[0, 0]",5,"...I am not the best splitter ever, but with this ax even i get a decent amount of wood chucked.Easy to maintain, light weight, very well balanced....all in all a good axe.As always, if you have questions please ask, I always try to answer","03 17, 2014",A1QCZQTJNK3MU,"Bakeman ""no this isnt me...""",a chapping and splitting ax with balls,1395014400
B00FBP4QT0,Patio,"[3, 4]",4,"This is the first paint sprayer system I've owned, so this review is coming from the perspective of a novice.First, I found the system very easy to assemble. The instructions were very clear, and I had no problem understanding how to put the system together and use it. I did have a bit of problem mastering the technique of paint spraying, and I don't think I fully have it yet, but I'm sure that will come in time. I tended to want to hold the sprayer a bit closer to the surface of the object I was spraying (in this case some shutters and trim on the outside of my garage) than was advised in the instructions, which resulted in the paint being sprayed a bit more thickly than I wanted. Again, that's my fault and not the sprayer. The instructions, as I said were very clear as to how to use the sprayer. Also, even though I was warned by a few people that there would be a lot of overspray, I didn't mask the non-painted areas off as well as I probably should have. The Flexio is pretty accurate as far as where the paint goes, but there is still a fair amount of overspray, so I will be more careful next time.Cleanup was easy, although there are a lot of little parts that need to be disassembled. Again, great instructions from Wagner, so I wasn't afraid to completely break the Flexio down to clean it. I was happy that Wagner also included a small brush to use to help clean away all the paint from the unit. Once it was disassembled and flushed/brushed out, the whole unit came away very clean, and it was easy to put it back together again.As a novice to paint sprayers, I was very pleased with the Flexio 590, and I can honestly say that it is a great product, and easy to operate, even for someone with little to no experience. I can't wait to tackle more paint jobs with it!","01 7, 2014",A3IVDLIXVJCRDQ,"A. Ryan ""AJRyan""",Be careful of overspray,1389052800
B009QAPKL4,Patio,"[0, 0]",4,We get the storer dekayi (brown snake) because they like to eat earthworms and small insects. But none seen after application so it probably works.,"06 8, 2014",A3NHUQ33CFH3VM,Citizen John,No snakes seen since application,1402185600
B0007UQ2N2,Patio,"[3, 3]",4,"Years ago I bought a commercial grade 5/8"" rubber hose to fit on my hose reel.  This hose has been a pain to use, as it's heavy & is constantly kinking.  My search for a lightweight kink resistant hose found this.The pros:+ The shipping was free when I purchased mine.+ Drinking water safe.+ Nice clean white color with a blue stripe.+ Light weight.+ Resists kinking.+ Easy to rewind on my hose reel.The cons:- On the expensive side for 1/2"" x 50' hose.- The hose has a funky plastic piece molded on to the female fitting. I'm sure it's to increase the ease of use, but I find it annoying. I'd be happier with the plain old brass only fitting & I may opt to cut it off.Overall, I'm happy with this hose.  It much lighter than the old commercial grade rubber hose I was using + it doesn't kink! :)&#9658; Update - May 27, 2014I decided to cut off that piece of plastic on the female fitting.  Under that plastic was the standard brass fitting. :)","04 23, 2014",ATMHSONJ55YN6,B. Clark,Lightweight kink resistant hose!,1398211200
B009QARRP6,Patio,"[0, 0]",2,"I applied this product as directed and used all of it in one good application. In the days that followed, we had raccoon poop inside our locked fenced area and twice spotted a fox at night. It's not that I mind the fox but the raccoons leave quite a mess.","06 8, 2014",A3NHUQ33CFH3VM,Citizen John,"Raccoons and foxes appeared more, not less after application",1402185600
B00GTDI0QI,Patio,"[0, 0]",5,"I usually buy the cheapest potting soil I can get my hands on, but Miracle-Gro's offering has convinced me to buy a better product.  I got the soil about three weeks ago and immediately put all my seedling herbs and one hanging tomato plant in containers that I filled with this rich, dark soil.  The plants are growing very quickly and are surprisingly lush.I bought a second bag of soil and my husband put shovelfuls into each hole in our vegetable garden in the backyard and those plants are growing more quickly than normal, too.  We used to use manure and we had to wait a week before we could plant to avoid burning. Planting is immediate with Miracle-Gro and smells much better.The convenience of time-release food in the soil really makes me happy.","03 18, 2014",A3QL857ALV5RCJ,Tamara Thorne,The Dirt on the Soil,1395100800
B003FZAVZ6,Patio,"[0, 0]",4,"but it is not very easy to get on, so often I just use it as a hot pad and not put it on","05 23, 2014",A2V63PKTP6OTYY,Sharon C. Maxwell,I like it,1400803200
B001IKU3QC,Patio,"[2, 2]",5,"This soaker is great.  I've had other soakers before that felt like a weird cork-like substance and they fall apart.  They also don't really soak anything, just sort of &#34;sweat&#34;.  These ones are totally different.  They actually leak nicely and relatively evenly.  I can turn on the water and ignore them for 10-20 minutes and then turn the water off!  Easy!  Everything is soaked and it doesn't take forever, which is good because I'm not trying to leave them on all day.","04 25, 2014",AE7V92R2LVEJF,J. M. M.,Best soaker,1398384000
B007POATV4,Patio,"[1, 1]",4,"I'm happy with this overall.  It wasn't all that useful as a vacuum though, at least on the heavy oak and cottonwood leaves I was using it for.  It did mulch them up nicely though. It's pretty heavy-duty and sturdy feeling.  I didn't have any particular trouble with excessive vibration.  I would purchase this again.","06 25, 2014",A2Y4DU3VZ6M153,Amazon Customer,It blows better than it sucks.,1403654400
B000KL18I2,Patio,"[0, 0]",5,"I am in love with the quality of Wagner's seeds! This Nyjer is a perfect example. It's SO superior to the Nyjer (Niger) I bought at my local feed store. That seed contained lots of stems and trash, as well as clouds of choking red dust! There's some of it left in one feeder and the birds aren't touching it. The Wagner seed is plump and fresh smelling, and as clean as any seed I've ever seen. I don't want to poison my wild birds with aflatoxins, or feed them clay instead of seed, etc., so I just search for &#34;Wagner's&#34; seed now.","01 27, 2014",A3KHS90UO8FHWP,"J. Gray ""jgray37000""","Wagner's = clean, plump seeds",1390780800
